MGRNU,HOL,VEL,AW_SN_QUA,N_LENX_CDE,GU_CDE,lat,lon
06-0000029794,0,0,0,1,680,37.4847366,127.0806421
06-0000029795,0,0,0,1,170,37.53922248,126.9588236
06-0000029797,0,0,4,1,210,37.5355475,127.0939151
06-0000029798,0,0,4,1,210,37.53536883,127.0940609
06-0000029942,0,0,0,1,650,37.50623113,127.0099056
06-0000029926,0,0,0,1,740,37.54619955,127.1429326
06-0000030036,0,0,0,1,380,37.64233055,126.9305014
06-0000029810,0,0,0,1,410,37.57905364,126.9262577
06-0000030055,0,0,0,1,380,37.63510061,126.9330459
06-0000029820,0,0,0,1,410,37.57815443,126.9288612
06-0000029780,0,0,0,1,680,37.49447631,127.0448907
06-0000030032,0,0,4,1,380,37.63452173,126.9172962
06-0000029941,0,0,0,1,320,37.65628056,127.0330176
06-0000030037,0,0,4,1,380,37.63142171,126.9215785
06-0000029943,0,0,0,1,650,37.50622728,127.0102833
06-0000029945,0,0,4,1,650,37.50545985,127.0109928
06-0000029946,0,0,4,1,650,37.50546568,127.0116095
06-0000029948,0,0,0,1,650,37.5049937,127.0149336
06-0000029950,0,0,4,1,650,37.50460666,127.0149156
06-0000030040,0,0,4,1,380,37.63116858,126.9217634
06-0000030041,0,0,4,1,380,37.63153838,126.924352
06-0000030043,0,0,0,1,380,37.63899911,126.9355337
06-0000030044,0,0,0,1,170,37.54639718,126.9634074
06-0000030045,0,0,0,1,380,37.63154007,126.9260213
06-0000030046,0,0,4,1,380,37.63163287,126.9261898
06-0000029799,0,0,4,1,410,37.6014907,126.9493833
06-0000029800,0,0,0,1,680,37.49185691,127.0888901
06-0000029801,0,0,0,1,680,37.49201922,127.0889616
06-0000029802,0,0,0,1,680,37.49217074,127.0899379
06-0000029804,0,0,0,1,410,37.5803042,126.9191264
06-0000029806,0,0,0,1,410,37.57982211,126.9273588
06-0000030077,0,0,0,1,470,37.52627221,126.8725459
06-0000030079,0,0,4,1,380,37.62825351,126.9340399
06-0000029809,0,0,0,1,410,37.57911217,126.9262859
06-0000029953,0,0,4,1,650,37.4604381,127.0358507
06-0000030051,0,0,4,1,380,37.63763978,126.934944
06-0000030056,0,0,4,1,380,37.63408554,126.9321091
06-0000029816,0,0,0,1,410,37.57776978,126.9278925
06-0000029828,0,0,0,1,410,37.57866152,126.9335337
06-0000030067,0,0,0,1,380,37.62933101,126.9300162
06-0000029831,0,0,0,1,410,37.5680648,126.9183019
06-0000029807,0,0,0,1,410,37.5794706,126.9268334
06-0000029808,0,0,0,1,410,37.57941382,126.9268016
06-0000030030,0,0,4,1,380,37.63475176,126.917049
06-0000029778,0,0,0,1,680,37.49494417,127.0450554
06-0000029933,0,0,0,1,320,37.68137656,127.0434566
06-0000029784,0,0,2,1,680,37.48942567,127.0712317
06-0000029787,0,0,2,1,680,37.48827366,127.0720126
06-0000029936,0,0,4,1,170,37.52334766,126.9717343
06-0000030034,0,0,0,1,380,37.64248385,126.9303019
06-0000029792,0,0,4,1,680,37.48644326,127.105211
06-0000029796,0,0,4,6,170,37.53112112,127.0068118
06-0000029944,0,0,4,1,650,37.50577976,127.0105297
06-0000029949,0,0,4,1,650,37.50506729,127.0150938
06-0000030042,0,0,0,1,380,37.63140934,126.9241576
06-0000030048,0,0,0,1,380,37.64317437,126.9215171
06-0000029803,0,0,0,1,410,37.56434109,126.9647615
06-0000029811,0,0,0,1,410,37.57875885,126.9265437
06-0000029812,0,0,0,1,410,37.57838875,126.9268863
06-0000029952,0,0,4,1,650,37.46051633,127.0356055
06-0000029954,0,0,0,1,590,37.47973613,126.971189
06-0000029955,0,0,0,1,650,37.4613915,127.0353867
06-0000030052,0,0,0,1,380,37.63753689,126.9353439
06-0000030053,0,0,0,1,380,37.63746664,126.9351085
06-0000030054,0,0,4,1,380,37.6353152,126.9331161
06-0000030057,0,0,4,1,380,37.63110856,126.9277741
06-0000029813,0,0,0,1,410,37.57807194,126.9271655
06-0000029814,0,0,0,1,410,37.57763517,126.9275527
06-0000029815,0,0,0,1,410,37.57739892,126.927203
06-0000029817,0,0,0,1,410,37.57793847,126.9281196
06-0000029818,0,0,0,1,410,37.57792815,126.9282011
06-0000029819,0,0,0,1,410,37.57808944,126.9284864
06-0000029821,0,0,0,1,410,37.57927408,126.9290146
06-0000030028,0,0,4,1,380,37.63646016,126.9170462
06-0000030029,0,0,4,1,380,37.63645281,126.9168787
06-0000029775,0,0,0,1,560,37.51977354,126.9408487
06-0000029776,0,0,0,1,560,37.51906946,126.9406407
06-0000029777,0,0,4,6,470,37.54288113,126.8813477
06-0000029779,0,0,0,1,680,37.49525546,127.0450177
06-0000029781,0,0,0,1,680,37.51269961,127.0269627
06-0000029782,0,0,0,1,680,37.51167489,127.0259298
06-0000029927,0,0,0,1,740,37.54519084,127.1425914
06-0000029929,0,0,0,1,740,37.54510592,127.1425959
06-0000029930,0,0,0,1,740,37.54526562,127.1422742
06-0000029931,0,0,0,1,740,37.5455885,127.1417361
06-0000029932,0,0,4,1,350,37.66015347,127.0722474
06-0000029934,0,0,0,1,320,37.64311464,127.0324934
06-0000029935,0,0,0,1,540,37.46266204,126.9074295
06-0000029783,0,0,2,1,680,37.48958156,127.0711495
06-0000029785,0,0,2,1,680,37.48795749,127.0725026
06-0000029786,0,0,2,1,680,37.48788582,127.072667
06-0000029788,0,0,0,1,680,37.4971776,127.0593432
06-0000029789,0,0,0,1,680,37.49714061,127.0594474
06-0000029940,0,0,4,1,170,37.52406922,126.9719459
06-0000029937,0,0,0,1,320,37.65555282,127.031277
06-0000029938,0,0,4,1,170,37.52393954,126.9719986
06-0000029939,0,0,4,1,170,37.523958,126.9722018
06-0000030033,0,0,4,1,380,37.63450419,126.9168442
06-0000030035,0,0,0,1,380,37.64216528,126.9303017
06-0000030038,0,0,4,1,380,37.63120846,126.921536
06-0000030039,0,0,0,1,380,37.64112984,126.9378654
06-0000029790,0,0,0,1,680,37.48727568,127.103961
06-0000029791,0,0,0,1,680,37.48651919,127.1043627
06-0000029793,0,0,0,1,680,37.48307709,127.0798952
06-0000029823,0,0,0,1,410,37.57843399,126.9277152
06-0000030073,0,0,0,1,470,37.52599822,126.8716951
06-0000029962,0,0,2,6,380,37.64801294,126.9374463
06-0000030058,0,0,4,1,380,37.63115518,126.9280575
06-0000030059,0,0,0,1,380,37.62954489,126.9299036
06-0000030063,0,0,0,1,710,37.49502757,127.1408829
06-0000030064,0,0,0,1,470,37.52642708,126.8711812
06-0000030065,0,0,0,1,380,37.62960525,126.9302798
06-0000029837,0,0,0,1,710,37.51613824,127.0829876
06-0000029838,0,0,4,6,710,37.5138753,127.0778901
06-0000029839,0,0,0,1,710,37.51408555,127.0780544
06-0000029965,0,0,0,1,380,37.64449304,126.9396395
06-0000029966,0,0,0,1,380,37.64487197,126.9188718
06-0000029967,0,0,0,1,380,37.64483504,126.9184429
06-0000029968,0,0,0,1,380,37.64458255,126.9155563
06-0000029972,0,0,0,1,380,37.63969227,126.9186415
06-0000029973,0,0,0,1,380,37.6397709,126.9184059
06-0000030074,0,0,0,1,470,37.52589444,126.8719367
06-0000030075,0,0,0,1,380,37.62938504,126.9303593
06-0000030076,0,0,4,1,380,37.62887067,126.9315079
06-0000029911,0,0,0,1,710,37.63882132,126.9167605
06-0000029912,0,0,0,1,710,37.49316614,127.0758305
06-0000030021,0,0,0,1,380,37.4934434,127.0747457
06-0000030022,0,0,4,1,380,37.49360078,127.0742586
06-0000030023,0,0,4,1,380,37.45117651,126.898779
06-0000029761,0,0,0,1,680,37.45122151,126.9007518
06-0000029762,0,0,0,1,540,37.4511127,126.900975
06-0000029763,0,0,4,6,500,37.53328969,127.1208812
06-0000029764,0,0,2,1,540,37.65490957,127.0570022
06-0000029766,0,0,0,1,540,37.6555878,127.0600169
06-0000029913,0,0,0,1,710,37.53032013,127.0414761
06-0000029914,0,0,4,1,350,37.52908436,127.0410258
06-0000029917,0,0,0,1,680,37.65656951,127.0643982
06-0000029918,0,0,0,1,680,37.48317644,126.9745781
06-0000029919,0,0,0,1,210,37.5775932,126.9740376
06-0000029920,0,0,0,1,300,37.57711916,126.9741301
06-0000029921,0,0,4,1,350,37.64571496,127.019025
06-0000029923,0,0,4,1,110,37.63699238,126.9167538
06-0000029924,0,0,4,3,110,37.45130248,126.9007642
06-0000030025,0,0,4,1,380,37.45072341,126.9002051
06-0000029767,0,0,0,1,540,37.45069336,126.9003102
06-0000029769,0,0,4,6,500,37.44980783,126.8998322
06-0000029836,0,0,0,1,710,37.51632313,127.0795033
06-0000030060,0,0,0,1,710,37.50942136,127.0805891
06-0000030066,0,0,0,1,470,37.52650096,126.8707443
06-0000029971,0,0,0,1,380,37.63978542,126.9188208
06-0000029975,0,0,0,1,380,37.63432931,126.9221184
06-0000030080,0,0,4,1,380,37.62823275,126.9342623
06-0000029857,0,0,4,3,110,37.58367071,126.9773199
06-0000029858,0,0,0,1,320,37.66427197,127.045663
06-0000029859,0,0,0,1,320,37.66418775,127.0458505
06-0000029982,0,0,0,1,380,37.63416134,126.9271683
06-0000029983,0,0,4,1,380,37.64288649,126.9184332
06-0000029984,0,0,0,1,380,37.64301355,126.9182545
06-0000029986,0,0,0,1,380,37.64318608,126.9184712
06-0000029987,0,0,0,1,380,37.6341505,126.9297641
06-0000029988,0,0,4,1,380,37.63415205,126.9300855
06-0000029713,0,0,4,1,200,37.55787052,127.0407631
06-0000029717,0,0,0,1,200,37.56118232,127.0413867
06-0000029718,0,0,0,1,200,37.56147965,127.0414654
06-0000029719,0,0,0,1,200,37.56157701,127.0416597
06-0000029861,0,0,4,1,320,37.64427113,127.03329
06-0000029862,0,0,4,1,320,37.64424206,127.0331668
06-0000029989,0,0,4,1,380,37.63488132,126.929933
06-0000029990,0,0,0,1,380,37.63478833,126.9300686
06-0000029991,0,0,4,1,380,37.63467851,126.9299272
06-0000029992,0,0,0,1,380,37.63477582,126.9298022
06-0000029993,0,0,4,1,380,37.64468905,126.9186748
06-0000029996,0,0,0,1,380,37.64304438,126.9213858
06-0000029998,0,0,0,1,380,37.56180468,127.0415282
06-0000029723,0,0,4,1,410,37.56062636,127.0129958
06-0000029724,0,0,0,1,140,37.57607096,126.9140866
06-0000029725,0,0,4,1,410,37.57627616,126.914247
06-0000029726,0,0,4,1,410,37.5761468,126.9142521
06-0000029728,0,0,4,1,410,37.57716572,126.9141024
06-0000029731,0,0,4,1,410,37.5754682,126.913591
06-0000029733,0,0,4,1,500,37.48325282,126.8417587
06-0000029865,0,0,4,6,530,37.56792841,126.9793386
06-0000029866,0,0,0,1,140,37.64300063,126.9186394
06-0000030000,0,0,4,1,380,37.64293273,126.9194883
06-0000030002,0,0,0,1,380,37.64305121,126.9215408
06-0000030003,0,0,0,1,380,37.63495611,126.9272094
06-0000029947,0,0,4,1,650,37.5054372,127.012096
06-0000030047,0,0,0,1,380,37.63774998,126.9351806
06-0000030078,0,0,0,1,470,37.52647498,126.8725494
06-0000029822,0,0,0,1,410,37.57819721,126.9279301
06-0000029964,0,0,0,1,170,37.54123318,126.9622274
06-0000029981,0,0,4,1,380,37.63414846,126.9268387
06-0000029716,0,0,0,1,200,37.56033584,127.0413429
06-0000029863,0,0,4,1,320,37.64431264,127.0331332
06-0000029997,0,0,0,1,380,37.64304332,126.920681
06-0000029730,0,0,0,1,410,37.5772665,126.9139413
06-0000030004,0,0,4,1,380,37.63492523,126.925403
06-0000030005,0,0,4,1,380,37.63495481,126.924491
06-0000030083,0,0,0,1,380,37.62778278,126.9353519
06-0000029847,0,0,0,1,710,37.51435396,127.0837451
06-0000029851,0,0,0,1,710,37.51536562,127.0811921
06-0000029711,0,0,0,1,560,37.49459054,126.8998964
06-0000029860,0,0,0,1,320,37.66420561,127.0449119
06-0000029985,0,0,0,1,380,37.63417181,126.9283593
06-0000029715,0,0,0,1,200,37.55961158,127.0410025
06-0000029720,0,0,0,1,200,37.64435372,127.0332503
06-0000029864,0,0,4,1,320,37.6340278,126.9299279
06-0000029721,0,0,0,1,200,37.57541239,126.9136983
06-0000029727,0,0,0,1,410,37.5770362,126.9140895
06-0000029732,0,0,0,1,410,37.5675467,126.8163516
06-0000030001,0,0,0,1,380,37.64306332,126.921533
06-0000030009,0,0,0,1,380,37.64472034,126.9153411
06-0000030010,0,0,0,1,380,37.64451401,126.9150044
06-0000029734,0,0,4,1,500,37.48897131,126.9644933
06-0000029736,0,0,0,1,590,37.48908416,126.9645695
06-0000029737,0,0,0,1,590,37.48915103,126.9645224
06-0000029738,0,0,0,1,590,37.53525343,126.8635153
06-0000029739,0,0,4,1,500,37.63901467,127.0281155
06-0000029742,0,0,2,1,560,37.56800836,126.982525
06-0000029867,0,0,4,1,140,37.56795149,126.98149
06-0000029868,0,0,4,1,140,37.52971052,126.8650729
06-0000029869,0,0,0,1,470,37.53015786,126.8642801
06-0000029871,0,0,0,1,680,37.52515787,127.0215109
06-0000029872,0,0,0,1,680,37.52440153,127.0221031
06-0000029874,0,0,0,1,680,37.63454718,126.9237412
06-0000030014,0,0,4,1,380,37.55166539,126.8681431
06-0000030015,0,0,0,1,500,37.63029219,126.9191931
06-0000030016,0,0,4,1,380,37.63029264,126.919386
06-0000030081,0,0,0,1,710,37.50252262,127.1252753
06-0000030082,0,0,0,1,710,37.50254028,127.1255171
06-0000030084,0,0,0,1,710,37.50108364,127.1493068
06-0000029843,0,0,4,1,110,37.57066752,127.0019572
06-0000029844,0,0,4,1,110,37.57011167,126.9978548
06-0000029846,0,0,0,1,710,37.51382759,127.0843879
06-0000029849,0,0,0,1,710,37.5149039,127.0827904
06-0000029850,0,0,0,1,710,37.51502183,127.0824114
06-0000029852,0,0,0,1,710,37.51530412,127.0810636
06-0000029854,0,0,0,1,320,37.68120316,127.0434681
06-0000029976,0,0,4,1,380,37.63414613,126.9236644
06-0000029979,0,0,4,1,380,37.63405069,126.9238084
06-0000029708,0,0,0,1,350,37.63049218,127.0717108
06-0000029709,0,0,2,1,200,37.55760104,127.0420248
06-0000029710,0,0,4,1,200,37.55721411,127.0427068
06-0000029712,0,0,4,1,200,37.5577498,127.0405857
06-0000029855,0,0,0,1,320,37.66946217,127.0443622
06-0000029856,0,0,4,1,410,37.57536513,126.9134427
06-0000029824,0,0,0,1,410,37.57870281,126.9274626
06-0000029825,0,0,0,1,410,37.58273102,126.9127266
06-0000029826,0,0,0,1,410,37.58250045,126.90949
06-0000029956,0,0,0,1,650,37.46123551,127.0351699
06-0000029957,0,0,4,1,650,37.4620677,127.0343885
06-0000029958,0,0,2,6,680,37.5043761,127.048878
06-0000030068,0,0,0,1,470,37.52616977,126.8700483
06-0000030071,0,0,0,1,470,37.52580024,126.8699552
06-0000030072,0,0,0,1,470,37.52563174,126.8715991
06-0000029830,0,0,0,1,410,37.58092895,126.9328738
06-0000029832,0,0,4,6,440,37.55750911,126.9056649
06-0000029833,0,0,0,1,620,37.48359161,126.9299273
06-0000029834,0,0,0,1,440,37.54731997,126.958264
06-0000029835,0,0,4,6,710,37.5162732,127.0812029
06-0000029960,0,0,2,6,680,37.50449755,127.0485579
06-0000029961,0,0,4,1,650,37.46198358,127.0341878
06-0000029963,0,0,4,1,380,37.6432553,126.9142866
06-0000029978,0,0,4,1,380,37.63414899,126.9239632
06-0000029994,0,0,0,1,380,37.64297812,126.9196305
06-0000030008,0,0,0,1,380,37.64440887,126.9151922
06-0000029740,0,0,0,1,300,37.63746961,127.0264804
06-0000029873,0,0,0,1,680,37.52434543,127.0223844
06-0000029848,0,0,0,1,710,37.51452898,127.0836035
06-0000029977,0,0,4,1,380,37.6342748,126.9238177
06-0000029759,0,0,4,1,680,37.55596331,126.8212962
06-0000029765,0,0,2,1,540,37.55386113,127.1248712
06-0000029916,0,0,4,1,350,37.63710517,127.0244792
06-0000029922,0,0,0,1,590,37.63700379,126.9169443
06-0000029771,0,0,0,1,540,37.56150671,127.1816177
06-0000031982,0,0,0,1,740,37.51679234,127.0366324
06-0000031686,0,0,0,1,680,37.58294114,127.0294073
06-0000031776,0,0,2,6,440,37.60322999,127.0910861
06-0000031781,0,0,0,1,260,37.68972981,127.0526026
06-0000031896,0,0,0,1,0,37.56110801,127.1818797
06-0000031987,0,0,0,1,740,37.63407474,126.9270037
06-0000031696,0,0,4,1,200,37.46562425,126.8882617
06-0000031788,0,0,2,6,410,37.68941983,127.0541912
06-0000030017,0,0,4,1,380,37.4854221,126.9682551
06-0000029745,0,0,0,1,590,37.49924856,126.9331922
06-0000029746,0,0,0,1,590,37.49869355,126.9018376
06-0000029748,0,0,0,1,210,37.56566079,126.9661435
06-0000029749,0,0,0,1,410,37.56764214,126.9463682
06-0000029750,0,0,4,1,410,37.60497562,127.0669627
06-0000029751,0,0,0,1,230,37.60524415,127.0665498
06-0000029752,0,0,0,1,230,37.54587702,127.1225666
06-0000029876,0,0,0,1,740,37.5459426,127.1232054
06-0000029877,0,0,0,1,740,37.54586748,127.1237472
06-0000029878,0,0,0,1,740,37.54572515,127.1235998
06-0000029879,0,0,0,1,740,37.5455765,127.1246257
06-0000029881,0,0,0,1,740,37.54564712,127.1252361
06-0000029882,0,0,0,1,740,37.61115193,127.0311845
06-0000029884,0,0,0,1,710,37.53538986,127.1131609
06-0000029886,0,0,0,1,710,37.53520003,127.1141469
06-0000029887,0,0,0,1,710,37.53496707,127.1149274
06-0000029888,0,0,0,1,710,37.5348796,127.1148597
06-0000029889,0,0,0,1,710,37.53485813,127.1153106
06-0000029890,0,0,0,1,710,37.53474456,127.1157063
06-0000029891,0,0,0,1,710,37.53464203,127.1156965
06-0000030019,0,0,4,1,380,37.6307005,126.9190933
06-0000030020,0,0,4,1,380,37.57664196,127.04594
06-0000029754,0,0,0,1,230,37.59448236,126.9468246
06-0000029756,0,0,0,1,230,37.49300261,127.0758962
06-0000029758,0,0,0,1,680,37.53466687,127.115979
06-0000029893,0,0,0,1,710,37.53455157,127.1160325
06-0000029896,0,0,0,1,710,37.53435644,127.1166934
06-0000029897,0,0,0,1,710,37.53443198,127.1167937
06-0000029909,0,0,0,1,710,37.63072058,126.9192802
06-0000031793,0,0,0,1,540,37.55876787,127.1816371
06-0000030026,0,0,4,1,380,37.45054545,126.9000756
06-0000031784,0,0,0,1,260,37.6901059,127.0526007
06-0000029744,0,0,4,1,560,37.48244422,126.9666746
06-0000029883,0,0,4,1,300,37.53544924,127.1129534
06-0000030018,0,0,4,1,380,37.63920104,126.9166605
06-0000029894,0,0,0,1,710,37.53459043,127.1162454
06-0000029903,0,0,0,1,710,37.53387223,127.1187441
06-0000029741,0,0,0,1,300,37.51469296,126.9095409
06-0000029880,0,0,0,1,740,37.5456995,127.1248789
06-0000032009,0,0,0,1,140,37.68676766,127.0527513
06-0000031712,0,0,4,6,350,37.58284766,126.8859674
06-0000031714,0,0,0,1,350,37.58265766,126.8860822
06-0000031814,0,0,4,1,440,37.58177135,126.8851903
06-0000031815,0,0,0,1,440,37.58271818,126.8864179
06-0000031816,0,0,4,1,440,37.58242641,126.887212
06-0000031819,0,0,4,1,440,37.58196346,126.8882353
06-0000031820,0,0,4,1,440,37.58256466,126.8890475
06-0000031822,0,0,4,1,440,37.68623203,127.0531494
06-0000031823,0,0,4,1,440,37.68618229,127.0532848
06-0000031913,0,0,0,1,350,37.58922763,127.0587594
06-0000031914,0,0,0,1,350,37.56673077,126.9853171
06-0000031915,0,0,0,1,350,37.44871183,126.9039146
06-0000031998,0,0,0,1,140,37.54203881,127.0511811
06-0000031999,0,0,4,1,540,37.54195029,127.051002
06-0000032000,0,0,0,1,200,37.54205567,127.050968
06-0000031824,0,0,0,1,440,37.68588202,127.0537362
06-0000031917,0,0,0,1,230,37.54216514,127.0511572
06-0000032002,0,0,4,1,200,37.68675944,127.052894
06-0000031715,0,0,0,1,350,37.55568733,126.9384042
06-0000031716,0,0,0,1,350,37.55554516,126.9384813
06-0000031825,0,0,0,1,230,37.55554732,126.9377923
06-0000031827,0,0,2,1,410,37.61677427,127.0730294
06-0000031828,0,0,4,1,440,37.59313104,127.0189917
06-0000031829,0,0,0,1,410,37.63614204,127.0173031
06-0000031830,0,0,0,1,230,37.53999795,126.9707241
06-0000031921,0,0,4,1,300,37.51314481,126.9315784
06-0000031924,0,0,0,1,170,37.5132992,126.9321705
06-0000040407,-9,-9,2,6,210,37.68778134,127.0533186
06-0000031593,0,0,2,1,590,37.55617831,126.9404979
06-0000029898,0,0,0,1,710,37.534254,127.1170321
06-0000029900,0,0,0,1,710,37.53402203,127.1178372
06-0000029901,0,0,0,1,710,37.5339684,127.1180431
06-0000029902,0,0,0,1,710,37.53403949,127.1181583
06-0000029905,0,0,0,1,710,37.53378328,127.1191197
06-0000029906,0,0,0,1,710,37.53368143,127.1190867
06-0000029907,0,0,0,1,710,37.53345205,127.1202984
06-0000030006,0,0,4,1,380,37.63501259,126.9244024
06-0000030007,0,0,0,1,380,37.63468021,126.9238892
06-0000030011,0,0,0,1,380,37.56737065,126.816617
06-0000029870,0,0,0,1,470,37.52612075,127.0209179
06-0000030012,0,0,0,1,380,37.64313152,126.9149184
06-0000029743,0,0,0,1,590,37.48680609,126.9026416
06-0000029747,0,0,2,1,560,37.55192891,127.109644
06-0000029875,0,0,0,1,740,37.54602526,127.1226733
06-0000029885,0,0,0,1,710,37.53526619,127.1135427
06-0000029892,0,0,0,1,710,37.63048877,126.9195113
06-0000029755,0,0,4,1,410,37.58986663,127.0687293
06-0000029895,0,0,0,1,710,37.5344504,127.1163789
06-0000029899,0,0,0,1,710,37.53413631,127.1174439
06-0000029904,0,0,0,1,710,37.53377914,127.1187051
06-0000029770,0,0,0,1,540,37.52049951,126.9406529
06-0000029772,0,0,0,1,540,37.5616328,127.1813926
06-0000029773,0,0,0,1,540,37.55973887,127.1819379
06-0000029774,0,0,0,1,560,37.58244342,127.0297555
06-0000031984,0,0,0,1,740,37.51741126,127.039119
06-0000031684,0,0,0,1,230,37.51761935,127.0397924
06-0000031685,0,0,0,1,680,37.58285173,127.0297055
06-0000031687,0,0,0,1,680,37.55725009,126.9241608
06-0000031688,0,0,0,1,680,37.55713527,126.9242935
06-0000031689,0,0,4,1,290,37.55677805,126.9235365
06-0000031690,0,0,0,1,290,37.55666361,126.9236708
06-0000031775,0,0,2,1,440,37.61239845,127.1033431
06-0000031777,0,0,2,6,440,37.60565797,127.0964831
06-0000031778,0,0,0,1,440,37.59463586,127.1023421
06-0000031779,0,0,4,1,260,37.5945804,127.1016969
06-0000031780,0,0,0,1,260,37.60582664,127.0981143
06-0000031782,0,0,0,1,260,37.68979368,127.05269
06-0000031894,0,0,0,1,0,37.60782106,127.0979699
06-0000031895,0,0,0,1,0,37.61061256,127.1013161
06-0000031897,0,0,0,1,0,37.55954783,127.1820549
06-0000031898,0,0,0,1,260,37.55942214,127.1819258
06-0000031899,0,0,0,1,260,37.5825626,127.0293693
06-0000031985,0,0,0,1,740,37.63485406,126.9270098
06-0000031986,0,0,0,1,0,37.63428193,126.9270113
06-0000031691,0,0,4,1,290,37.56429401,127.0296778
06-0000031692,0,0,0,1,380,37.5578441,126.9289309
06-0000031693,0,0,4,1,380,37.55794058,126.9289873
06-0000031694,0,0,4,1,380,37.55803591,126.9290422
06-0000031786,0,0,2,6,440,37.69055101,127.0546364
06-0000030062,0,0,4,1,470,37.52660971,126.8709913
06-0000029840,0,0,4,6,710,37.51163779,127.0853308
06-0000029974,0,0,0,1,380,37.63469275,126.92136
06-0000029760,0,0,0,1,680,37.45113119,126.9007865
06-0000029915,0,0,0,1,740,37.52775332,127.0829196
06-0000029925,0,0,0,1,300,37.55577009,126.8212185
06-0000031983,0,0,0,1,740,37.51716463,127.0387781
06-0000031774,0,0,2,1,440,37.55164887,126.9170579
06-0000031783,0,0,0,1,260,37.68982674,127.0526007
06-0000031787,0,0,0,1,440,37.68971946,127.053829
06-0000029908,0,0,0,1,710,37.5333742,127.1205801
06-0000029910,0,0,0,1,710,37.63901832,126.9169803
06-0000031744,0,0,0,1,590,37.69085101,127.0530844
06-0000031747,0,0,4,6,500,37.56752073,127.1794414
06-0000031615,0,0,2,6,440,37.68982703,127.0533587
06-0000031619,0,0,4,1,590,37.61418652,127.0963092
06-0000031849,0,0,4,1,260,37.61394424,127.1003796
06-0000031854,0,0,4,1,260,37.61370856,127.0977431
06-0000031857,0,0,4,1,260,37.51382742,126.9440285
06-0000031619,0,0,4,1,590,37.6909011,127.0533587
06-0000031623,0,0,2,1,590,37.48283914,126.9976205
06-0000031737,0,0,0,1,650,37.5336228,127.1455056
06-0000031862,0,0,2,1,440,37.56898251,127.1790473
06-0000031867,0,0,4,1,560,37.5138872,126.9453932
06-0000031626,0,0,0,1,590,37.51262501,126.9500234
06-0000031634,0,0,0,1,590,37.64560378,127.0065628
06-0000031743,0,0,0,1,300,37.69089559,127.0538671
06-0000031870,0,0,0,1,0,37.51268925,126.9507439
06-0000031871,0,0,0,1,0,37.51826494,127.0745894
06-0000031872,0,0,0,1,0,37.57655075,126.890299
06-0000031955,0,0,4,6,530,37.56199602,126.853091
06-0000031956,0,0,4,6,530,37.56121199,126.8533235
06-0000031636,0,0,2,1,590,37.49775936,127.0182717
06-0000031748,0,0,0,1,500,37.51763248,126.8648673
06-0000031749,0,0,0,1,500,37.51757073,126.8646758
06-0000031752,0,0,0,1,500,37.51756132,126.864676
06-0000031756,0,0,0,1,650,37.53469957,126.9003517
06-0000031874,0,0,0,1,0,37.48489611,126.8944009
06-0000031957,0,0,4,6,470,37.57394379,126.9829359
06-0000031958,0,0,4,6,470,37.68066839,127.05476
06-0000031959,0,0,4,6,470,37.68075383,127.0546295
06-0000031962,0,0,4,1,530,37.59300718,127.0277681
06-0000031645,0,0,4,6,110,37.59134276,127.0330791
06-0000031646,0,0,0,1,350,37.63016485,127.0253861
06-0000031647,0,0,0,1,350,37.63021421,127.0255502
06-0000031649,0,0,0,1,290,37.63022648,127.0254427
06-0000031650,0,0,0,1,290,37.57680387,127.0350351
06-0000031651,0,0,0,1,290,37.57640401,127.0349553
06-0000031654,0,0,0,1,300,37.68716146,127.0532512
06-0000031655,0,0,0,1,300,37.68685161,127.0518031
06-0000031657,0,0,0,1,230,37.56398573,127.1805893
06-0000031757,0,0,0,6,560,37.56611958,127.1775581
06-0000031875,0,0,0,1,0,37.5659573,127.1774698
06-0000031877,0,0,0,1,350,37.57544806,127.0351717
06-0000031717,0,0,0,1,350,37.55679079,126.9450612
06-0000031718,0,0,0,1,350,37.55663034,126.9449088
06-0000031831,0,0,4,1,440,37.53808843,126.9706955
06-0000031834,0,0,4,1,440,37.61112241,127.0405124
06-0000031926,0,0,0,1,170,37.61067648,127.0402783
06-0000031927,0,0,0,1,620,37.60877891,127.0395548
06-0000031928,0,0,0,1,290,37.6085493,127.0392624
06-0000031930,0,0,0,1,290,37.61160417,127.0377713
06-0000031931,0,0,0,1,290,37.61146672,127.037909
06-0000031932,0,0,0,1,290,37.61156702,127.0379483
06-0000031935,0,0,0,1,290,37.60997856,127.0384456
06-0000031936,0,0,0,1,290,37.51216728,126.8435857
06-0000031937,0,0,0,1,290,37.53908913,126.8826961
06-0000031938,0,0,0,1,290,37.51316531,126.9321717
06-0000031940,0,0,4,6,470,37.57364397,126.8833645
06-0000031941,0,0,4,6,470,37.57012797,126.881262
06-0000031595,0,0,2,1,590,37.56771087,126.8791286
06-0000031597,0,0,0,1,440,37.5694794,126.8805543
06-0000031599,0,0,0,1,440,37.56783362,126.8789124
06-0000031600,0,0,0,1,440,37.56964688,126.8805633
06-0000031601,0,0,0,1,440,37.5711869,126.8819105
06-0000031603,0,0,0,1,440,37.57637664,126.8802037
06-0000031604,0,0,0,1,440,37.51344915,126.9386221
06-0000031605,0,0,0,1,440,37.68792558,127.0532112
06-0000031606,0,0,0,1,440,37.68867817,127.0532349
